"","segment","int","slope","R2","D","D_sd","Tc","Tc_sd","mols_per_sec","TreeID","sp","lichen","apex_dist","fresh_mass","dry_mass","length_counted_lenticel","n_lenticels","lenticel_diam1","lenticel_diam2","lenticel_diam3","lenticel_diam4","lenticel_diam5","lenticel_diam6","lenticel_diam7","lenticel_diam8","lenticel_diam9","lenticel_diam10","exposed_length","total_length","basal_diam1","basal_diam2","basal_xylem_diam1","basal_xylem_diam2","basal_pith_diam1","basal_pith_diam2","distal_diam1","distal_diam2","distal_xylem_diam1","distal_xylem_diam2","distal_pith_diam1","distal_pith_diam2","treatment","sampleID","diam","wood_diam","sa","bark_thickness","vol","water_content","density","lenticel_size","LD","E","gs","bark_thickness_ratio"
"96","020A","2.98952050761808",-0.00342162058399733,"0.99736",0.0844484884583355,"0.0157511019750349","10.1794241165049","0.569927386411385",5.27580011091407e-08,20,"PE",0,69,2.8011,1.2166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.05,78.42,6.53,6.43,5.18,5.38,0.87,1.12,6.54,6.26,4.87,5.52,1.34,1.06,"10C","020A",6.44,5.2375,0.00129585042093802,0.60125,813.089928,0.00194873893456961,0.00149626745837639,NA,NA,0.0407130331222572,0.482104935985253,0.093361801242236
"97","020B","2.98150293521956",-0.00851015954500645,"0.99797",0.135259212942229,"0.0107332940491111","25.090456","0.786681459711963",1.31218232908189e-07,20,"PE",0.15,72,2.8229,1.1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.76,67.38,7.4,6.7,5.46,5.85,1.19,1.23,6.67,6.94,5.51,5.48,0.9,0.85,"25C","020B",6.9275,5.575,0.00123528962519551,0.67625,808.39586653125,0.00200965896445142,0.00148231831657155,NA,NA,0.106224670095016,0.785341477185631,0.0976181883796464
"98","020C","2.79375464310501",-0.00865159201684891,"0.99831",0.334034464923367,"0.0379283806292786","33.3357387378641","1.56990341380726",1.33398981568993e-07,20,"PE",0,80,2.6015,1.1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.99,58.55,7.83,8.01,6.23,5.86,1.19,1.11,6.95,6.81,5.39,5.44,0.86,0.7,"35C","020C",7.4,5.73,0.00104591787578904,0.835,801.5495,0.00179452423088031,0.00145106446950563,NA,NA,0.127542500856827,0.381824375176636,0.112837837837838
"99","020D","3.00596792418934",-0.0282562553738351,"0.99301",0.551449540997593,"0.0427238025544137","40.079437","1.01443399577042",4.3568347680776e-07,20,"PE",0,74,2.8357,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.24,64.16,7.23,7.02,5.86,5.49,0.53,0.89,6.61,6.34,4.9,5.23,0.82,0.76,"45C","020D",6.8,5.37,0.00103054292134237,0.715,741.6896,0.00200312907178421,0.00182016843703889,NA,NA,0.422770820879781,0.766653681703992,0.105147058823529
"100","020E","2.84700575788994",-0.0522445402735311,"0.99756",1.39024736755158,"0.00988041198133986","55.39943","0.105332017677042",8.05559075307355e-07,20,"PE",0,78,2.5918,1.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.62,56.22,6.97,6.76,5.85,5.46,1.02,0.94,6.77,6.71,5.61,5.47,0.8,0.63,"55C","020E",6.8025,5.5975,0.000889447869163975,0.6025,650.38115784375,0.00219686561144697,0.00178818218512936,NA,NA,0.905684417530315,0.651455588889445,0.0885703785373025
"101","021A","4.88588976517931",-0.00578900261489671,"0.99144",0.0809530052511606,"0.0215814463159439","11.2787262828283","0.618106748493168",8.92606877004272e-08,21,"LS",0,55,4.6537,2.3176,41.11,24,1.3,1.29,1.59,1.13,1.65,1.55,0.94,0.89,0.6,1.43,65.51,80.97,9.12,8.77,7.33,7.25,3.24,2.09,8.2,8.44,6.66,6.83,2.26,2.07,"10C","021A",8.6325,7.0175,0.00177661800511428,0.8075,1508.47223864063,0.00154865296169136,0.00153638889774235,1.237,0.0676280987141996,0.0502419132551151,0.620630612776352,0.0935418476686939
"102","021B","3.57009586285006",-0.00928174779189788,"0.99934",0.112022983693694,"0.00665353667199003","23.7419791666667","0.186645008909634",1.43115359601804e-07,21,"LS",0,61,3.3606,1.617,26.87,9,1.41,1.62,1.19,1.18,1.65,1.42,1.13,1.45,1.14,1.23,43.84,56.69,9.35,9.02,7.8,7.88,3.13,2.48,8.78,9.06,7.48,7.64,2.6,2.14,"25C","021B",9.0525,7.7,0.00124677748705189,0.67625,1161.40457545312,0.0015012856302204,0.00139227968803991,1.342,0.0370003906624581,0.114788212883289,1.02468448079508,0.0747031206848937
"103","021C","2.79018892864025",-0.0148463693191182,"0.99944",0.338899886000953,"0.0141511492277902","33.7984566666667","0.397123676696546",2.28916313126015e-07,21,"LS",0,43,2.5934,1.2314,48,29,1.31,0.88,1.25,1.49,1.45,1.41,1.07,1.32,1.04,1.7,32.64,48,8.24,9.02,6.95,7.59,1.67,1.1,8.54,8.49,7.22,7,1.12,1.72,"35C","021C",8.5725,7.19,0.000879037730667407,0.69125,881.853075,0.00154447496823663,0.00139637773559955,1.292,0.07047730144843,0.260416936770406,0.768418484418355,0.0806357538641003
"104","021D","3.15622362737498",-0.0259986805899927,"0.99829",0.591370198273387,"0.0902847274745431","41.0497841489362","1.93703178278387",4.008739092283e-07,21,"LS",0,46,2.9817,1.4641,26.12,29,1.14,1.91,1.74,1.38,1.56,1.46,1.22,1.05,1.26,0.94,47.29,58.16,7.45,8.22,6.09,6,1.05,1.03,7.28,7.14,6.2,6.01,1.19,1.32,"35C","021D",7.5225,6.075,0.0011175871075352,0.723750000000001,822.789610875,0.00184445693035198,0.00177943423282046,1.366,0.147591935780204,0.358695896297887,0.606550511583379,0.0962113659022932
"105","021D","3.15622362737498",-0.0259986805899927,"0.99829",0.591370198273387,"0.0902847274745431","41.0497841489362","1.93703178278387",4.008739092283e-07,21,"LS",0,46,2.9817,1.4641,26.12,29,1.14,1.91,1.74,1.38,1.56,1.46,1.22,1.05,1.26,0.94,47.29,58.16,7.45,8.22,6.09,6,1.05,1.03,7.28,7.14,6.2,6.01,1.19,1.32,"45C","021D",7.5225,6.075,0.0011175871075352,0.723750000000001,822.789610875,0.00184445693035198,0.00177943423282046,1.366,0.147591935780204,0.358695896297887,0.606550511583379,0.0962113659022932
"106","021E","4.51617738939944",-0.0833154678684121,"0.99888",1.34978551915607,"0.159227771861793","54.6795256666667","3.52086341820785",1.2846420105046e-06,21,"LS",0,62,4.3468,2.1874,27.98,14,1.64,1.39,1.42,2.02,1.16,1.25,1.38,1.75,1.21,1.2,47.83,63.81,9.62,9.4,8.14,8.01,0.9,1.25,9.46,8.99,8.42,7.79,2.12,1.43,"55C","021E",9.3675,8.09,0.00140758281299909,0.63875,1399.83277232812,0.00154261283396631,0.00156261522321844,1.442,0.0534141871514844,0.912658209975909,0.676150541714607,0.0681878836402455
"107","022A","2.23040771753443",-0.00399451979666833,"0.99532",0.0875306890279341,"0.0198327400235196","10.8576242828283","0.50292022664806",6.15915396490018e-08,22,"LS",0,51,2.0467,1.0357,19.38,14,1.18,0.96,1.3,1.14,1.19,1.1,0.82,1.12,1.28,1.37,31.23,43.55,8.24,8.12,6.97,6.92,2.29,2.09,8.35,8.32,7.03,6.91,2.33,1.92,"10C","022A",8.2575,6.9575,0.000810159332755063,0.65,742.378409296875,0.00136183917438755,0.00139511061613569,1.146,0.0874834054915208,0.0760239833805912,0.868540899481887,0.0787163184983348
"108","022B","2.78583719548906",-0.00838602981420862,"0.99985",0.122382496104532,"0.0058666041589321","24.5395696969697","0.230972274798118",1.2930427538007e-07,22,"LS",0,76,2.6208,1.3706,26.93,21,1.02,1.18,1.03,1.02,1.12,1.41,1.13,1.07,1,1.24,42.66,55.08,8.04,7.97,6.92,6.85,1.68,1.51,8.04,7.9,6.71,6.83,1.42,1.23,"25C","022B",7.9875,6.8275,0.0010704874865346,0.579999999999999,878.5281515625,0.00142306196765177,0.0015601093687918,1.122,0.0976274779510085,0.120790085831508,0.986988251394517,0.0726134585289514
"109","022C","1.83636284394925",-0.00841962937508458,"0.99753",0.307932388045722,"0.0228099083275334","32.7599113131313","0.930405937900716",1.29822347336455e-07,22,"LS",0,46,1.7039,0.8592,25.83,33,0.75,0.65,0.88,0.82,0.85,0.75,0.39,0.54,0.96,0.37,43.87,59.51,6.34,6.16,5.69,5.26,0.84,1.01,5.84,5.74,5,4.94,1.17,0.77,"35C","022C",6.02,5.2225,0.000829686451672165,0.39875,539.166551,0.00156667730673077,0.00159357066644144,0.696,0.21222328976968,0.156471576792424,0.508136145682705,0.0662375415282392
"110","022D","2.13984651259565",-0.0136930140091984,"0.99306",0.575170676384083,"0.0120146487513556","40.8001546391753","0.288263512349746",2.11132716369388e-07,22,"LS",0,47,1.9841,1.0133,33.38,17,1.01,0.92,0.65,0.76,0.65,0.72,0.45,1.24,0.56,0.9,51.04,69.09,7.33,6.99,5.88,5.28,1.77,1.16,6.04,5.91,4.6,5.1,1.19,0.83,"45C","022D",6.5675,5.215,0.0010530781937651,0.67625,744.998441578125,0.00130308997417976,0.00136013707337902,0.786,0.0775465547320162,0.200491015405532,0.348576559337058,0.102969166349448
"111","022E","1.8079485823454",-0.0540827510402764,"0.99862",1.36797541576067,"0.0117334807972406","55.1298667676768","0.152098024130978",8.33902465022846e-07,22,"LS",0,57,1.6246,0.8482,32.01,19,0.64,0.51,1.01,0.59,0.72,0.66,1.06,0.58,0.96,0.95,51.49,68.42,6,6.25,4.99,5.04,2.94,2.8,5.55,5.35,4.4,4.37,0.97,1.04,"55C","022E",5.7875,4.7,0.000936189505681696,0.54375,572.93464765625,0.00135512837838675,0.0014804480815915,0.768,0.102559742736982,0.890741094577461,0.651138232686849,0.0939524838012959
"112","023A","4.51947015344716",-0.00317325841077768,"0.99322",0.08117297076102,"0.0161669353066355","10.6700134083333","0.991352901988524",4.89285023413717e-08,23,"MG",0,53,4.2895,2.2162,25.61,11,1.24,1.72,1.2,1.42,1.12,0.83,0.99,1.32,1.07,1.54,47.84,69.71,9.71,9.64,8.16,8.14,3.1,2.83,8.73,9.66,7.44,8.03,2.98,2.77,"10C","023A",9.435,7.9425,0.00141802193268789,0.74625,1551.3825436875,0.00133642086436782,0.00142853225274295,1.245,0.0455240825500604,0.0345047570940083,0.425076928570142,0.079093799682035
"113","023B","5.14773799568212",-0.0113533313002134,"0.99507",0.125198668380997,"0.00648072896603826","23.8976418803419","0.24834514540888",1.75057125892474e-07,23,"MG",0.02,46,4.8368,2.5406,34.01,24,1.55,1.47,1.14,0.99,1.14,1.31,1.08,1.12,1.55,0.92,51.43,71.92,10.26,11.11,9.26,8.45,2.24,1.36,9.4,9.12,7.82,7.42,2.42,2.41,"25C","023B",9.9725,8.2375,0.00161127786871144,0.867499999999999,1788.124597375,0.00128413870228667,0.00142081821576061,1.227,0.0707620758615154,0.108644901845806,0.867780011167405,0.0869892203559788
"114","023C","4.40889452354486",-0.0108541242945516,"0.99614",0.304785409064825,"0.00527753911688168","32.184829826087","0.147805983426963",1.67359848210205e-07,23,"MG",0,48.5,4.2382,2.2441,31.11,22,1.5,1.23,1.11,1.48,0.88,1.42,1.08,1.3,1.43,1.29,60.41,81.35,8.39,8.77,7.33,6.83,2.15,1.89,8.06,8.34,6.74,7.06,1.35,1.61,"35C","023C",8.39,6.99,0.00159228450638619,0.700000000000001,1431.59933375,0.00139291766417393,0.00156754753030074,1.272,0.0842870218291893,0.105106749163842,0.344854924277188,0.0834326579261026
"115","023D","5.63888612584821",-0.0195418582838469,"0.99654",0.570089919502487,"0.0524036004174386","40.3189730909091","1.29039577556921",3.01316103204349e-07,23,"MG",0,49,5.4613,2.8034,30.4,20,1.39,1.31,1.88,1.36,1.22,1.4,1.67,1.14,1.57,1.12,57.18,79.48,10.31,10.18,8.68,8.35,1.31,1.23,9.96,9.86,8.32,8.35,1.11,1.59,"45C","023D",10.0775,8.425,0.00181028449008739,0.82625,2017.9178441875,0.00131714975793288,0.00138925378358442,1.406,0.0652835263549596,0.166446823609367,0.291965912596076,0.0819895807491937
"116","023E","3.38861858402344",-0.0326431441723738,"0.99963",1.3846110621155,"0.00701549189186607","55.1183103896104","0.0935732974512433",5.03324957918035e-07,23,"MG",0,46,3.2154,1.6425,17.15,8,1.04,0.95,1.17,1.45,1.33,1.18,1.16,1.7,1.27,1.44,40.34,53.88,9.24,9.27,7.91,7.92,4.14,3.57,8.96,9.66,7.37,7.64,3.7,3.41,"55C","023E",9.2825,7.71,0.00117638837577225,0.786249999999999,1160.6399401875,0.0013552006488299,0.00141516756672587,1.269,0.050252874032534,0.42785611306948,0.309008157435759,0.0847023969835712
"117","024A","2.92011226195989",-0.00421019780280188,"0.99232",0.0809735329405101,"0.0177800195245876","10.9873879292929","0.781724147988856",6.49170809261465e-08,24,"LS",0.55,47,2.7452,1.3274,27.94,16,0.97,1.21,1.05,1.36,1.5,1.72,1.37,1.6,1.48,1.36,52.98,86.88,6.8,6.92,5.51,5.27,1.31,2.07,6.36,6.16,9.87,5.11,1.48,1.02,"10C","024A",6.56,6.44,0.00109185675684395,0.0600000000000001,934.689792,0.00151686689224054,0.00142015031228671,1.362,0.0872950748118791,0.0594556754072684,0.734260606499033,0.00914634146341464
"118","024B","2.89353227683713",-0.00694854785530627,"0.99953",0.126425453737315,"0.00650275510917496","23.934278125","0.259469599964853",1.07139727055562e-07,24,"LS",0.75,75,2.7463,1.2851,28.09,15,1.51,0.85,0.76,0.51,0.89,0.86,0.74,0.98,0.76,0.47,58.7,79.39,6.55,6.85,5.94,5.75,1.97,1.53,6.72,6.43,5.37,5.61,1.94,1.4,"25C","024B",6.6375,5.6675,0.00122403125668247,0.484999999999999,874.409523046875,0.00167107054702293,0.00146967749793264,0.833,0.0804516555945076,0.087530221528775,0.692346508881384,0.0730696798493408
"119","024C","3.77215022014301",-0.00869740975280595,"0.99987",0.306046674995438,"0.00486066919636114","32.2009809677419","0.153552465634109",1.34105445685951e-07,24,"LS",0.7,55,3.5248,1.6774,24.73,14,1.19,0.9,1.14,1.7,1.35,0.79,0.93,1.04,0.78,0.5,41.38,63.25,8.8,9.15,7.18,7.19,2.22,1.64,7.93,8.21,6.84,6.2,2.03,2.53,"35C","024C",8.5225,6.8525,0.00110791736388726,0.835,1148.50941132813,0.00160851968802213,0.00146050174552795,1.032,0.0664258177225742,0.121042823280092,0.395504454612671,0.0979759460252274
"120","024D","2.95200762803894",-0.0149740818774944,"0.99794",0.564194839721977,"0.0562780467911219","40.1270994444444","1.35385122142653",2.30885514307459e-07,24,"LS",0.5,72,2.7359,1.3207,25.42,14,0.56,0.22,0.39,0.56,0.69,0.95,0.98,1.04,0.76,0.5,42.42,72.32,7.67,7.32,6.3,6.31,1.44,2.93,6.66,6.76,5.33,5.71,1.96,1.51,"45C","024D",7.1025,5.9125,0.000946524324494394,0.595,912.054753,0.00155166123014547,0.001448049029574,0.665,0.0775427586002535,0.243929826558648,0.432350332517844,0.0837733192537839
"121","024E","2.86911213996429",-0.0533514440591501,"0.9989",1.38471889280534,"0.0069975783721325","55.1190473684211","0.0939698298727618",8.22626435558378e-07,24,"LS",0.3,55,2.6241,1.2434,25.81,19,1.46,0.63,1.06,0.94,1.03,1.08,1.06,1.09,1.25,0.97,40.35,68.65,6.88,6.92,5.84,5.7,1.33,1.36,6.57,6.89,5.83,5.65,1.71,2.27,"55C","024E",6.815,5.755,0.000863891641245553,0.530000000000001,797.0990115625,0.00173215620640842,0.00155990658872183,1.057,0.108018896484639,0.952233354604891,0.687672681836337,0.0777696258253853
"122","025A","3.13051831650247",-0.00347176120764154,"0.99325",0.0825152718445594,"0.0169855293421629","10.5140049183673","1.2487491281759",5.35311198734497e-08,25,"LS",0,68,2.9914,1.5427,24.91,21,1.05,1.57,1.05,1.22,0.9,0.96,1.02,0.88,1.13,1.1,48.31,59.01,8.51,8.41,6.81,6.78,0.84,2.61,8.65,7.99,6.61,7.31,1.57,1.97,"10C","025A",8.39,6.8775,0.0012733531617864,0.756250000000001,1038.45945525,0.00139504724298672,0.00148556594309078,1.088,0.100480920826298,0.0420394918549935,0.509475287607204,0.0901370679380215
"123","025B","2.06283427056351",-0.00422978372596688,"0.99863",0.111314733757666,"0.00803692550454329","23.26503125","0.334639673399849",6.52190764661825e-08,25,"LS",0,53,1.9517,1.0021,41.99,28,1.23,1.26,1.2,1.9,1.25,1.35,1.22,1,1.12,1.28,33.18,41.99,8.24,8.3,6.43,6.67,1.72,1.94,8.31,8.13,6.96,6.88,2.51,1.69,"25C","025B",8.245,6.735,0.000859442674809172,0.755000000000001,713.6203124375,0.00133067961134187,0.00140424814503548,1.281,0.0808763413738377,0.0758853130962616,0.681718497943544,0.091570648878108
"124","025C","2.50047136724984",-0.00629240509201474,"0.99947",0.318718665716809,"0.0258228554032914","32.7283484848485","1.13653279515641",9.70226553979415e-08,25,"LS",0.3,60,2.3159,1.1518,45.7,44,1.22,1.41,1.4,1.09,1.13,0.83,1.01,1.03,0.87,0.93,33.74,45.7,8.29,8.61,6.78,7.07,1.64,1.62,8.33,8.08,7.07,6.91,1.82,1.71,"35C","025C",8.3275,6.9575,0.000882692816640226,0.684999999999999,792.29240265625,0.00146928078080419,0.00145375620937227,1.092,0.115617036958694,0.109916670407761,0.344870515068687,0.0822575803062143
"125","025D","3.29806885844323",-0.0116574103729158,"0.99816",0.64136208138448,"0.085007655549331","42.0768315789474","1.89679760158016",1.79745724076016e-07,25,"LS",0.4,81,3.0857,1.6091,29.01,17,0.92,1.18,0.91,1.24,1.2,1.51,1.47,1.36,1.12,1,41.03,53.11,9.76,9.47,7.21,6.98,2.67,3.04,8.36,8.33,6.95,6.4,1.61,1.49,"45C","025D",8.98,6.885,0.00115751792825957,1.0475,1070.702911,0.00137909403703863,0.00150284451781041,1.191,0.0652566621294093,0.155285477388916,0.242118269688953,0.116648106904232
"126","025E","2.34959918088737",-0.0296088737201365,"0.9996",1.38419309251166,"0.0137270365976208","55.2314066666667","0.114965266071534",4.56539512263055e-07,25,"LS",0,58,2.1511,1.0863,24.09,14,1.04,0.77,1.22,1.45,1.03,0.83,1.26,1.62,1.12,1.08,36.52,48.29,7.79,7.87,5.98,6.44,1.68,1.86,7.28,7.43,6.14,5.88,1.79,1.53,"55C","025E",7.5925,6.11,0.000871094841961336,0.74125,695.932014078125,0.00153003451265351,0.00156092833498827,1.142,0.0765431683650366,0.524098514043685,0.378631071690072,0.0976292393809681
