tag,collection_date,Round,measurement_date,sp,treatment,segment_location,segment,mass_w_parafilm,hour,minute
23,2023.06.01,1,2023.06.02,MG,10C,A,023A,4.4936,17,30
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.0572,17,26
1,2023.06.01,1,2023.06.02,CC,25C,B,001B,4.0915,17,24
1,2023.06.01,1,2023.06.02,CC,35C,C,001C,3.7371,17,20
24,2023.06.01,1,2023.06.02,LS,35C,C,024C,3.721,17,22
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.8661,17,19
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.856,17,57
7,2023.06.01,1,2023.06.02,TD,35C,C,007C,5.2387,17,21
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.5842,17,17
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.5738,17,56
16,2023.06.01,1,2023.06.02,PE,35C,C,016C,4.4946,17,21
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.8981,17,18
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.8824,17,56
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.4936,17,18
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.4813,17,57
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.1525,17,16
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.1468,17,55
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.3758,17,13
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.3645,17,50
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,2.8952,17,13
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,2.8684,17,51
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.623,17,14
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.5906,17,51
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.7751,17,14
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.7323,17,51
14,2023.06.06,2,2023.06.07,CC,45C,D,014D,5.0158,17,1
14,2023.06.06,2,2023.06.07,CC,45C,D,014D,5.0052,17,32
14,2023.06.06,2,2023.06.07,CC,35C,C,014C,2.3491,17,5
14,2023.06.06,2,2023.06.07,CC,35C,C,014C,2.3463,17,35
9,2023.06.06,2,2023.06.07,TD,45C,D,009D,1.6692,17,1
9,2023.06.06,2,2023.06.07,TD,45C,D,009D,1.6595,17,31
9,2023.06.06,2,2023.06.07,TD,35C,C,009C,1.3116,17,4
9,2023.06.06,2,2023.06.07,TD,35C,C,009C,1.3078,17,34
8,2023.06.06,2,2023.06.07,MG,45C,D,008D,3.9576,17,0
8,2023.06.06,2,2023.06.07,MG,45C,D,008D,3.9388,17,31
8,2023.06.06,2,2023.06.07,MG,35C,C,008C,4.9352,17,4
8,2023.06.06,2,2023.06.07,MG,35C,C,008C,4.9272,17,34
14,2023.06.06,2,2023.06.07,CC,25C,B,014B,2.952,17,15
14,2023.06.06,2,2023.06.07,CC,25C,B,014B,2.9503,17,38
14,2023.06.06,2,2023.06.07,CC,10C,A,014A,5.5509,17,18
14,2023.06.06,2,2023.06.07,CC,10C,A,014A,5.5483,17,41
9,2023.06.06,2,2023.06.07,TD,25C,B,009B,2.6518,17,14
9,2023.06.06,2,2023.06.07,TD,25C,B,009B,2.6496,17,37
9,2023.06.06,2,2023.06.07,TD,10C,A,009A,3.2578,17,17
9,2023.06.06,2,2023.06.07,TD,10C,A,009A,3.2562,17,41
8,2023.06.06,2,2023.06.07,MG,25C,B,008B,4.1779,17,13
8,2023.06.06,2,2023.06.07,MG,25C,B,008B,4.1748,17,37
8,2023.06.06,2,2023.06.07,MG,10C,A,008A,3.0195,17,17
8,2023.06.06,2,2023.06.07,MG,10C,A,008A,3.0174,17,40
8,2023.06.06,2,2023.06.07,MG,55C,E,008E,4.7492,17,26
9,2023.06.06,2,2023.06.07,TD,55C,E,009E,4.8027,17,26
14,2023.06.06,2,2023.06.07,CC,55C,E,014E,4.1848,17,27
21,2023.06.06,2,2023.06.07,LS,55C,E,021E,3.8998,17,28
21,2023.06.06,2,2023.06.07,LS,25C,B,021B,3.4984,17,15
21,2023.06.06,2,2023.06.07,LS,25C,B,021B,3.4945,17,39
21,2023.06.06,2,2023.06.07,LS,10C,A,021A,4.8409,17,19
21,2023.06.06,2,2023.06.07,LS,10C,A,021A,4.8386,17,42
17,2023.06.06,2,2023.06.07,PE,55C,E,017E,6.0493,17,27
17,2023.06.06,2,2023.06.07,PE,25C,B,017B,5.0907,17,15
17,2023.06.06,2,2023.06.07,PE,25C,B,017B,5.0893,17,38
17,2023.06.06,2,2023.06.07,PE,10C,A,017A,6.4027,17,18
17,2023.06.06,2,2023.06.07,PE,10C,A,017A,6.4008,17,41
17,2023.06.06,2,2023.06.07,PE,45C,D,017D,3.574,17,2
17,2023.06.06,2,2023.06.07,PE,45C,D,017D,3.5663,17,32
17,2023.06.06,2,2023.06.07,PE,35C,C,017C,8.0899,17,35
17,2023.06.06,2,2023.06.07,PE,35C,C,017C,8.0818,17,55
21,2023.06.06,2,2023.06.07,LS,35C,D,021D,2.9668,17,3
21,2023.06.06,2,2023.06.07,LS,35C,D,021D,2.9556,17,32
21,2023.06.06,2,2023.06.07,LS,35C,C,021C,2.6788,17,6
21,2023.06.06,2,2023.06.07,LS,35C,C,021C,2.6713,17,36
6,2023.06.13,3,2023.06.14,MG,10C,A,006A,2.9689,17,21
